NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,canonical_smiles,scaffold
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX466,CCNC(=S)NCC,CCNC(=S)NCC,
0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,TOX465,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,C(=Cc1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX464,CCOC(=O)/C=C\C(=O)OCC,CCOC(=O)/C=C\C(=O)OCC,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX463,CCN(C=O)CC,CCN(C=O)CC,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX462,OCCOCCO,OCCOCCO,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6418,CC(C)(C)S,CC(C)(C)S,
0.0,0.0,,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,TOX2527,CCCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(O)cc1,c1ccccc1
0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,TOX2526,O=C(OCc1ccccc1)c1ccc(O)cc1,O=C(OCc1ccccc1)c1ccc(O)cc1,O=C(OCc1ccccc1)c1ccccc1
0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,,TOX2525,CCCCC(CC)COC(=O)c1ccc(O)cc1,CCCCC(CC)COC(=O)c1ccc(O)cc1,c1ccccc1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TOX2256,CC(=O)c1ccc(Cl)c(Cl)c1Cl,CC(=O)c1ccc(Cl)c(Cl)c1Cl,c1ccccc1
0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX2523,CCCCCCCOC(=O)c1ccc(O)cc1,CCCCCCCOC(=O)c1ccc(O)cc1,c1ccccc1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2522,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2521,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2520,CCOC(=O)C=Cc1ccccc1,CCOC(=O)C=Cc1ccccc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2529,COC(=O)c1ccc(O)cc1,COC(=O)c1ccc(O)cc1,c1ccccc1
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2528,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3125,NCCc1cnc[nH]1,NCCc1cnc[nH]1,c1c[nH]cn1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5809,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,
0.0,0.0,0.0,,,,,,0.0,1.0,1.0,1.0,TOX5805,CCCCCCCCn1sccc1=O,CCCCCCCCn1sccc1=O,O=c1ccs[nH]1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX5804,C=CCCCCCC,C=CCCCCCC,
0.0,0.0,,,0.0,0.0,,,0.0,,1.0,,TOX5807,CCCCCCCCOc1ccc(C(=O)O)cc1,CCCCCCCCOc1ccc(C(=O)O)cc1,c1ccccc1
0.0,1.0,1.0,,,0.0,,,0.0,0.0,,1.0,TOX3128,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,O=c1c2ccccc2sc2ccccc12
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX25315,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,c1ccc2c(c1)CCc1ccccc1N2
0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,,TOX14609,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,c1ccc(-n2cccn2)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX14601,CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1,CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,c1ccc(CCCN2CCOCC2)cc1
0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX11121,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,c1ccccc1
0.0,,1.0,1.0,,0.0,,,,0.0,,,TOX14956,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,c1ccc(CCn2cncn2)cc1
0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX14957,CCOP(=O)(OCC)OP(=O)(OCC)OCC,CCOP(=O)(OCC)OP(=O)(OCC)OCC,
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX11380,O=C1NC2NC(=O)NC2N1,O=C1NC2NC(=O)NC2N1,O=C1NC2NC(=O)NC2N1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26758,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,O=C(O[C@@H]1C[C@H]2CC[C@@H](C1)N2)c1ccccc1
1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,TOX26756,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C@H]21
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX26201,C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26200,COc1ccc(Cc2cnc(N)nc2N)cc1OC,COc1ccc(Cc2cnc(N)nc2N)cc1OC,c1ccc(Cc2cncnc2)cc1
0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,TOX26751,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,O=C1CC[C@]23CCCCCC(CCC2)[C@H]13
0.0,,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX29283,O=C1c2ccccc2C(=O)c2cc(O)ccc21,O=C1c2ccccc2C(=O)c2cc(O)ccc21,O=C1c2ccccc2C(=O)c2ccccc21
0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX4318,CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)nc(SC)n1,c1ncncn1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4316,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,c1nncs1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4317,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,O=c1cc[nH]c(=O)[nH]1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4315,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,c1ccc(CCn2cncn2)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4311,O=C([O-])CF,O=C([O-])CF,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7959,CCCCOCC(C)OCC(C)O,CCCCOCC(C)OCC(C)O,
0.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0.0,TOX7950,C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7955,C=CC(=O)OCCCCCC(C)C,C=CC(=O)OCCCCCC(C)C,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4031,Cl/C=C/Cl,Cl/C=C/Cl,
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX4030,Cl/C=C\Cl,Cl/C=C\Cl,
0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4035,O=C(O)CCCOc1ccc(Cl)cc1Cl,O=C(O)CCCOc1ccc(Cl)cc1Cl,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX889,C=Cc1ccc(C)cc1,C=Cc1ccc(C)cc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4038,OCC(Cl)CCl,OCC(Cl)CCl,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3323,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C1CCNCC1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6446,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,TOX21468,NC(=O)Nc1ccc(Cl)c(Cl)c1,NC(=O)Nc1ccc(Cl)c(Cl)c1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21460,O=C(O)c1cccc(C(F)(F)F)c1,O=C(O)c1cccc(C(F)(F)F)c1,c1ccccc1
0.0,,,,,1.0,1.0,,1.0,1.0,,,TOX21461,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,O=S1(=O)CCCC1
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX27645,COC(=O)c1ccc(OC)cc1,COC(=O)c1ccc(OC)cc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7122,COC(OC)OC,COC(OC)OC,
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX10384,Nc1ccc(Cl)cc1[N+](=O)[O-],Nc1ccc(Cl)cc1[N+](=O)[O-],c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27404,CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1,CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1,c1ccc(NCc2cccs2)nc1.c1ccc(NCc2cccs2)nc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27405,CCCC(=O)OCCC(C)CCC=C(C)C,CCCC(=O)OCCC(C)CCC=C(C)C,
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27159,Cc1ccc(OC(=O)CC(C)C)cc1,Cc1ccc(OC(=O)CC(C)C)cc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27157,CCCC(=O)C(CC)Sc1ccoc1C,CCCC(=O)C(CC)Sc1ccoc1C,c1ccoc1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4787,Cc1nc2ccc(Cl)cc2[nH]1,Cc1nc2ccc(Cl)cc2[nH]1,c1ccc2[nH]cnc2c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27155,N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)O)C(=O)O,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27152,CCCC(=O)OC/C=C(\C)CCC=C(C)C,CCCC(=O)OC/C=C(\C)CCC=C(C)C,
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27150,CC(C)(C)OC(=O)c1ccccc1C(=O)O,CC(C)(C)OC(=O)c1ccccc1C(=O)O,c1ccccc1
,,,,,,,0.0,,0.0,,,TOX31564,COc1cc(/C=C/C(N)=O)cc(OC)c1OC,COc1cc(/C=C/C(N)=O)cc(OC)c1OC,c1ccccc1
,,,,,,,0.0,,0.0,,,TOX31565,CCOc1nc(=O)c(F)c[nH]1,CCOc1nc(=O)c(F)c[nH]1,O=c1cc[nH]cn1
,,,,,,,,,0.0,,,TOX31560,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2cc1Cc1cc2ccccc2oc1=O
,,,,,,,0.0,,0.0,,,TOX31568,COCCc1ccc(OCC2CO2)cc1,COCCc1ccc(OCC2CO2)cc1,c1ccc(OCC2CO2)cc1
,,,,,,,0.0,,0.0,,,TOX31569,C#Cc1ccc(-c2ccccc2F)cc1,C#Cc1ccc(-c2ccccc2F)cc1,c1ccc(-c2ccccc2)cc1
0.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,TOX20751,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,c1ccc2c(c1)Cc1ccccc1-2
1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20750,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21
0.0,0.0,0.0,0.0,,0.0,,,0.0,,1.0,,TOX20758,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,O=C(Nc1ccccc1)c1ccc2c(c1)CCCC2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24834,CP(=O)([O-])OCCC[Si](O)(O)O,CP(=O)([O-])OCCC[Si](O)(O)O,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24835,N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,O=C(Cc1ccccc1)c1ccccc1
1.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX24836,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,O=C(c1ccccc1)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24837,OCCC1CCCCN1,OCCC1CCCCN1,C1CCNCC1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24830,CC(C)(O)C(=O)c1ccccc1,CC(C)(O)C(=O)c1ccccc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24831,CCCCOC(=O)C(C)OC(=O)CCC,CCCCOC(=O)C(C)OC(=O)CCC,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24832,COC(C=C(C)CCC=C(C)C)OC,COC(C=C(C)CCC=C(C)C)OC,
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24833,CCC(=O)OC(C)(C)C1CC=C(C)CC1,CCC(=O)OC(C)(C)C1CC=C(C)CC1,C1=CCCCC1
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24839,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21809,O=S(=O)(O)NC1CCCCC1,O=S(=O)(O)NC1CCCCC1,C1CCCCC1
,,,,,,,1.0,,1.0,,,TOX31629,C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,C=C(C(=C)c1ccccc1)c1ccccc1
0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,TOX4701,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
,,,,,,,,,0.0,,,TOX31625,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21
,,,,,,,1.0,,0.0,,,TOX31623,CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1
,,,,,,,0.0,,0.0,,,TOX31622,CCOC(=O)C(=O)CCCCCCl,CCOC(=O)C(=O)CCCCCCl,
,,,,,,,1.0,,0.0,,,TOX31621,Nc1ccc(Cl)cc1C(=O)c1ccccc1F,Nc1ccc(Cl)cc1C(=O)c1ccccc1F,O=C(c1ccccc1)c1ccccc1
,,,,,,,1.0,,0.0,,,TOX31620,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,c1ccc(-c2cncnc2)cc1
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4702,CC(C)(C)c1ccc(OCC2CO2)cc1,CC(C)(C)c1ccc(OCC2CO2)cc1,c1ccc(OCC2CO2)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2975,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1440,C=CN1CCCC1=O,C=CN1CCCC1=O,O=C1CCCN1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX1442,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,C1CCCCC1
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1552,C1CCCCCCCCCCC1,C1CCCCCCCCCCC1,C1CCCCCCCCCCC1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1446,Cc1cccc(C)c1,Cc1cccc(C)c1,c1ccccc1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1448,Cc1ccc(N)c(C)c1,Cc1ccc(N)c(C)c1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4800,Oc1cccc(Cl)c1,Oc1cccc(Cl)c1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9279,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1,c1ccccc1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX9277,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2605,CC(C)CCON=O,CC(C)CCON=O,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX2062,CC(=O)C(C)C,CC(=O)C(C)C,
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,TOX2060,O=Cc1ccccc1[N+](=O)[O-],O=Cc1ccccc1[N+](=O)[O-],c1ccccc1
0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2061,O=Cc1ccc([N+](=O)[O-])cc1,O=Cc1ccc([N+](=O)[O-])cc1,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14382,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,O=C(OCc1coc(Cc2ccccc2)c1)C1CC1
0.0,0.0,,,0.0,0.0,,0.0,,1.0,,,TOX28579,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,O=C(c1ccccc1)c1coc2ccccc12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,TOX28578,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,c1ccccc1.c1ccccc1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,1.0,TOX28571,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O,O=C1OCC2C(O[C@H]3CC[C@@H]4OCOC[C@H]4O3)c3cc4c(cc3[C@@H](c3ccccc3)[C@@H]12)OCO4
,,,,,,,0.0,,0.0,,,TOX28570,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,O=c1ccn(C2CC2)c2cc(-c3ccc4c(c3)CNC4)ccc12
,,,,,,,0.0,,0.0,,,TOX28573,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28572,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],O=S(=O)([N-]c1ncccn1)c1ccccc1
